observed_utc,gw,source,team_abbr,opponent_abbr,status,formation,row,slot,player,short,kickoff_text
2026-09-16T19:37:00.058139+00:00,5,sportsgambler,COV,NFO,predicted,3-4-3,4,10,Loum Tchaouna,,Saturday 19 September 12:30
2026-09-16T19:37:00.058139+00:00,5,sportsgambler,COV,NFO,predicted,3-4-3,4,11,Ephron Mason-Clark,,Saturday 19 September 12:30
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BRE,CHE,predicted,4-2-3-1,1,1,Caoimhin Kelleher,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BRE,CHE,predicted,4-2-3-1,2,2,Michael Kayode,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BRE,CHE,predicted,4-2-3-1,2,3,Jannik Schuster,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BRE,CHE,predicted,4-2-3-1,2,4,K. Vassbakk Ajer,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BRE,CHE,predicted,4-2-3-1,2,5,Keane Lewis-Potter,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BRE,CHE,predicted,4-2-3-1,3,6,Mamadou Sangare,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BRE,CHE,predicted,4-2-3-1,3,7,Vitaly Janelt,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BRE,CHE,predicted,4-2-3-1,4,8,Jaidon Anthony,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BRE,CHE,predicted,4-2-3-1,4,9,Mikkel Damsgaard,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BRE,CHE,predicted,4-2-3-1,4,10,Kevin Schade,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BRE,CHE,predicted,4-2-3-1,5,11,Igor Thiago,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,1,1,Emiliano Martinez,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,2,2,Josh Acheampong,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,2,3,Maxence Lacroix,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,2,4,Wesley Fofana,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,3,5,Malo Gusto,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,3,6,Valentin Barco,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,3,7,Romeo Lavia,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,3,8,Pep Chavarria,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,4,9,Pedro Neto,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,4,10,Cole Palmer,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,4,11,Morgan Rogers,,Friday 18 September 12:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,1,1,Djordje Petrovic,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,2,2,Adam Smith,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,2,3,James Hill,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,2,4,António Silva,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,2,5,Adrien Truffert,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,3,6,Tyler Adams,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,3,7,Alex Scott,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,4,8,Rayan Vitor,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,4,9,Justin Kluivert,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,4,10,Marcus Tavernier,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,5,11,Evanilson,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,1,1,Alisson,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,2,2,Ronald Araujo,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,2,3,Jérémy Jacquet,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,2,4,Virgil Van Dijk,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,2,5,Milos Kerkez,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,3,6,Dominik Szoboszlai,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,3,7,Alexis Mac Allister,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,4,8,Cody Gakpo,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,4,9,Florian Wirtz,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,4,10,Bradley Barcola,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,5,11,Alexander Isak,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,1,1,Robin Roefs,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,2,2,Nordi Mukiele,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,2,3,Kevin Danso,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,2,4,Daniel Ballard,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,2,5,Trai Hume,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,3,6,Granit Xhaka,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,3,7,Noah Sadiki,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,4,8,Thomas Meunier,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,4,9,Enzo Le Fée,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,4,10,Nilson Angulo,,Sunday 20 September 06:00
2026-09-17T09:32:58.199214+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,5,11,Brian Brobbey,,Sunday 20 September 06:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,1,1,Djordje Petrovic,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,2,2,Adam Smith,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,2,3,James Hill,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,2,4,Antonio Silva,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,2,5,Adrien Truffert,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,3,6,Lewis Cook,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,3,7,Alex Scott,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,4,8,Rayan,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,4,9,Justin Kluivert,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,4,10,Marcus Tavernier,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,BOU,LIV,predicted,4-2-3-1,5,11,Evanilson,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,1,1,Alisson Becker,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,2,2,Ronald Araujo,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,2,3,Jeremy Jacquet,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,2,4,Virgil van Dijk,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,2,5,K. Tsimikas,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,3,6,Dominik Szoboszlai,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,3,7,Ryan Gravenberch,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,4,8,Victor Munoz,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,4,9,Florian Wirtz,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,4,10,Bradley Barcola,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,LIV,BOU,predicted,4-2-3-1,5,11,Alexander Isak,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,CRY,LEE,predicted,3-4-2-1,1,1,Walter Benitez,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,CRY,LEE,predicted,3-4-2-1,2,2,Chris Richards,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,CRY,LEE,predicted,3-4-2-1,2,3,Takehiro Tomiyasu,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,CRY,LEE,predicted,3-4-2-1,2,4,Honest Ahanor,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,CRY,LEE,predicted,3-4-2-1,3,5,Anan Khalaili,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,CRY,LEE,predicted,3-4-2-1,3,6,Quinten Timber,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,CRY,LEE,predicted,3-4-2-1,3,7,Adam Wharton,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,CRY,LEE,predicted,3-4-2-1,3,8,Tyrick Mitchell,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,CRY,LEE,predicted,3-4-2-1,4,9,Daichi Kamada,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,CRY,LEE,predicted,3-4-2-1,4,10,Yeremy Pino,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,CRY,LEE,predicted,3-4-2-1,5,11,J. Strand Larsen,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,MCI,SUN,predicted,4-1-4-1,1,1,Gianluigi Donnarumma,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,MCI,SUN,predicted,4-1-4-1,2,2,Matheus Nunes,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,MCI,SUN,predicted,4-1-4-1,2,3,Marc Guehi,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,MCI,SUN,predicted,4-1-4-1,2,4,Ruben Dias,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,MCI,SUN,predicted,4-1-4-1,2,5,Josko Gvardiol,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,MCI,SUN,predicted,4-1-4-1,3,6,Elliot Anderson,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,MCI,SUN,predicted,4-1-4-1,4,7,Iliman Ndiaye,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,MCI,SUN,predicted,4-1-4-1,4,8,Rayan Cherki,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,MCI,SUN,predicted,4-1-4-1,4,9,Enzo Fernandez,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,MCI,SUN,predicted,4-1-4-1,4,10,Antoine Semenyo,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,MCI,SUN,predicted,4-1-4-1,5,11,Erling Haaland,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,1,1,Robin Roefs,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,2,2,Nordi Mukiele,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,2,3,Kevin Danso,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,2,4,Daniel Ballard,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,2,5,Dayann Methalie,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,3,6,Granit Xhaka,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,3,7,Noah Sadiki,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,4,8,Thomas Meunier,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,4,9,Enzo Le Fee,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,4,10,Nilson Angulo,,Sunday 20 September 09:00
2026-09-17T15:06:33.844688+00:00,5,sportsgambler,SUN,MCI,predicted,4-2-3-1,5,11,Brian Brobbey,,Sunday 20 September 09:00
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,FUL,MUN,predicted,4-2-3-1,1,1,Bernd Leno,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,FUL,MUN,predicted,4-2-3-1,2,2,Timothy Castagne,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,FUL,MUN,predicted,4-2-3-1,2,3,David Affengruber,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,FUL,MUN,predicted,4-2-3-1,2,4,Calvin Bassey,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,FUL,MUN,predicted,4-2-3-1,2,5,Antonee Robinson,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,FUL,MUN,predicted,4-2-3-1,3,6,Sander Berge,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,FUL,MUN,predicted,4-2-3-1,3,7,Shea Charles,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,FUL,MUN,predicted,4-2-3-1,4,8,Oscar Bobb,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,FUL,MUN,predicted,4-2-3-1,4,9,Joshua King,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,FUL,MUN,predicted,4-2-3-1,4,10,Alex Iwobi,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,FUL,MUN,predicted,4-2-3-1,5,11,Gonzalo Garcia,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,MUN,FUL,predicted,4-2-3-1,1,1,Senne Lammens,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,MUN,FUL,predicted,4-2-3-1,2,2,Diogo Dalot,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,MUN,FUL,predicted,4-2-3-1,2,3,Harry Maguire,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,MUN,FUL,predicted,4-2-3-1,2,4,Lisandro Martinez,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,MUN,FUL,predicted,4-2-3-1,2,5,Patrick Dorgu,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,MUN,FUL,predicted,4-2-3-1,3,6,Youri Tielemans,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,MUN,FUL,predicted,4-2-3-1,3,7,Kobbie Mainoo,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,MUN,FUL,predicted,4-2-3-1,4,8,Bryan Mbeumo,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,MUN,FUL,predicted,4-2-3-1,4,9,Bruno Fernandes,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,MUN,FUL,predicted,4-2-3-1,4,10,Marcus Rashford,,Sunday 20 September 08:30
2026-09-17T19:46:28.861328+00:00,5,sportsgambler,MUN,FUL,predicted,4-2-3-1,5,11,Matheus Cunha,,Sunday 20 September 08:30
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,1,1,Emiliano Martinez,,Friday 18 September 15:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,2,2,Wesley Fofana,,Friday 18 September 15:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,2,3,Maxence Lacroix,,Friday 18 September 15:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,2,4,Levi Colwill,,Friday 18 September 15:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,3,5,Pedro Neto,,Friday 18 September 15:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,3,6,Valentin Barco,,Friday 18 September 15:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,3,7,Romeo Lavia,,Friday 18 September 15:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,3,8,Pep Chavarria,,Friday 18 September 15:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,4,9,Cole Palmer,,Friday 18 September 15:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,4,10,Danny Welbeck,,Friday 18 September 15:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,CHE,BRE,predicted,3-4-3,4,11,Morgan Rogers,,Friday 18 September 15:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,TOT,AVL,predicted,4-2-3-1,1,1,Antonin Kinsky,,Saturday 19 September 07:30
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,TOT,AVL,predicted,4-2-3-1,2,2,Archie Gray,,Saturday 19 September 07:30
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,TOT,AVL,predicted,4-2-3-1,2,3,Jan Paul van Hecke,,Saturday 19 September 07:30
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,TOT,AVL,predicted,4-2-3-1,2,4,Micky van de Ven,,Saturday 19 September 07:30
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,TOT,AVL,predicted,4-2-3-1,2,5,Andrew Robertson,,Saturday 19 September 07:30
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,TOT,AVL,predicted,4-2-3-1,3,6,Rodrigo Bentancur,,Saturday 19 September 07:30
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,TOT,AVL,predicted,4-2-3-1,3,7,Conor Gallagher,,Saturday 19 September 07:30
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,TOT,AVL,predicted,4-2-3-1,4,8,Savio,,Saturday 19 September 07:30
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,TOT,AVL,predicted,4-2-3-1,4,9,Mateus Fernandes,,Saturday 19 September 07:30
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,TOT,AVL,predicted,4-2-3-1,4,10,Omar Marmoush,,Saturday 19 September 07:30
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,TOT,AVL,predicted,4-2-3-1,5,11,Dominic Solanke,,Saturday 19 September 07:30
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,ARS,BHA,predicted,4-2-3-1,1,1,David Raya,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,ARS,BHA,predicted,4-2-3-1,2,2,Ben White,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,ARS,BHA,predicted,4-2-3-1,2,3,Ezri Konsa,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,ARS,BHA,predicted,4-2-3-1,2,4,Gabriel,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,ARS,BHA,predicted,4-2-3-1,2,5,Riccardo Calafiori,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,ARS,BHA,predicted,4-2-3-1,3,6,Declan Rice,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,ARS,BHA,predicted,4-2-3-1,3,7,Bruno Guimaraes,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,ARS,BHA,predicted,4-2-3-1,4,8,Bukayo Saka,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,ARS,BHA,predicted,4-2-3-1,4,9,Martin Oedegaard,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,ARS,BHA,predicted,4-2-3-1,4,10,Christos Tzolis,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,ARS,BHA,predicted,4-2-3-1,5,11,Kai Havertz,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,EVE,IPS,predicted,4-1-4-1,1,1,Jordan Pickford,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,EVE,IPS,predicted,4-1-4-1,2,2,A. Maitland-Niles,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,EVE,IPS,predicted,4-1-4-1,2,3,James Tarkowski,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,EVE,IPS,predicted,4-1-4-1,2,4,Jarrad Branthwaite,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,EVE,IPS,predicted,4-1-4-1,2,5,Vitaliy Mykolenko,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,EVE,IPS,predicted,4-1-4-1,3,6,James Garner,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,EVE,IPS,predicted,4-1-4-1,4,7,Tyrique George,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,EVE,IPS,predicted,4-1-4-1,4,8,Carlos Alcaraz,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,EVE,IPS,predicted,4-1-4-1,4,9,K. Dewsbury-Hall,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,EVE,IPS,predicted,4-1-4-1,4,10,Jack Grealish,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,EVE,IPS,predicted,4-1-4-1,5,11,Thierno Barry,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,IPS,EVE,predicted,4-2-3-1,1,1,Kjell Scherpen,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,IPS,EVE,predicted,4-2-3-1,2,2,Dara O'Shea,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,IPS,EVE,predicted,4-2-3-1,2,3,Issa Diop,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,IPS,EVE,predicted,4-2-3-1,2,4,Jacob Greaves,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,IPS,EVE,predicted,4-2-3-1,2,5,Leif Davis,,Saturday 19 September 10:00
2026-09-18T09:05:54.564322+00:00,5,sportsgambler,IPS,EVE,predicted,4-2-3-1,3,6,Sasa Lukic,,Saturday 19 September 10:00
